No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,Time 2,Time 1,Delay 2,Delay 1,Jitter
1741,20.13872147,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=159317641 Ack=1 Win=42496 Len=65160 TSval=316239263 TSecr=2680709036",,,,,,,,,,,,,20.13885916,20.13872147,0.000119144,0.000137698,-1.86E-05
1742,20.13885916,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=159382801 Win=8375808 Len=0 TSval=2680709037 TSecr=316239263,,,,,,,,,,,,,20.13897831,20.13885916,3.38E-05,0.000119144,-8.53E-05
1743,20.13897831,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=159382801 Ack=1 Win=42496 Len=752 TSval=316239263 TSecr=2680709036",,,,,,,,,,,,,20.13901211,20.13897831,9.51E-05,3.38E-05,6.13E-05
1744,20.13901211,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=159383553 Win=8375808 Len=0 TSval=2680709037 TSecr=316239263,,,,,,,,,,,,,20.13910725,20.13901211,0.000117127,9.51E-05,2.20E-05
1745,20.13910725,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=159383553 Ack=1 Win=42496 Len=65160 TSval=316239263 TSecr=2680709037",,,,,,,,,,,,,20.13922438,20.13910725,0.000403001,0.000117127,0.000285874
1746,20.13922438,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=159448713 Ack=1 Win=42496 Len=65160 TSval=316239263 TSecr=2680709037",,,,,,,,,,,,,20.13962738,20.13922438,0.000131194,0.000403001,-0.000271807
1747,20.13962738,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=159514625 Ack=1 Win=42496 Len=65160 TSval=316239264 TSecr=2680709038",,,,,,,,,,,,,20.13975857,20.13962738,0.000108624,0.000131194,-2.26E-05
1748,20.13975857,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=159579785 Win=8375808 Len=0 TSval=2680709038 TSecr=316239264,,,,,,,,,,,,,20.13986719,20.13975857,0.005968002,0.000108624,0.005859378
1749,20.13986719,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=159579785 Ack=1 Win=42496 Len=65160 TSval=316239264 TSecr=2680709038",,,,,,,,,,,,,20.1458352,20.13986719,0.000512382,0.005968002,-0.00545562
1750,20.1458352,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=160628361 Ack=1 Win=42496 Len=65160 TSval=316239270 TSecr=2680709044",,,,,,,,,,,,,20.14634758,20.1458352,1.73E-05,0.000512382,-0.000495081
1751,20.14634758,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=160694273 Ack=1 Win=42496 Len=65160 TSval=316239270 TSecr=2680709044",,,,,,,,,,,,,20.14636488,20.14634758,0.000427581,1.73E-05,0.00041028
1752,20.14636488,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Retransmission] 54384  >  5001 [PSH, ACK] Seq=160694273 Ack=1 Win=42496 Len=65160 TSval=316239270 TSecr=2680709044",,,,,,,,,,,,,20.14679246,20.14636488,0.000362632,0.000427581,-6.49E-05
1753,20.14679246,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=160825345 Ack=1 Win=42496 Len=65160 TSval=316239271 TSecr=2680709045",,,,,,,,,,,,,20.14715509,20.14679246,8.64E-05,0.000362632,-0.000276242
1754,20.14715509,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=160890505 Win=8375808 Len=0 TSval=2680709045 TSecr=316239271,,,,,,,,,,,,,20.14724148,20.14715509,0.000368162,8.64E-05,0.000281772
1755,20.14724148,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=160890505 Ack=1 Win=42496 Len=65160 TSval=316239271 TSecr=2680709045",,,,,,,,,,,,,20.14760964,20.14724148,-0.000347657,0.000368162,-0.000715819
1756,20.14760964,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=161021577 Win=8375808 Len=0 TSval=2680709046 TSecr=316239272,,,,,,,,,,,,,20.14726199,20.14760964,0.000128231,-0.000347657,0.000475888
1757,20.14726199,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=160890505 Ack=1 Win=42496 Len=65160 TSval=316239271 TSecr=2680709045",,,,,,,,,,,,,20.14739022,20.14726199,0.000271655,0.000128231,0.000143424
1758,20.14739022,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=160955665 Win=8375808 Len=0 TSval=2680709046 TSecr=316239271,,,,,,,,,,,,,20.14766187,20.14739022,0.00199439,0.000271655,0.001722735
1759,20.14766187,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=161021577 Ack=1 Win=42496 Len=65160 TSval=316239272 TSecr=2680709046",,,,,,,,,,,,,20.14965626,20.14766187,8.56E-05,0.00199439,-0.00190877
1760,20.14965626,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=161611777 Ack=1 Win=42496 Len=65160 TSval=316239274 TSecr=2680709048",,,,,,,,,,,,,20.14974188,20.14965626,5.83E-05,8.56E-05,-2.73E-05
1761,20.14974188,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=161676937 Win=8375808 Len=0 TSval=2680709048 TSecr=316239274,,,,,,,,,,,,,20.14980023,20.14974188,0.000159894,5.83E-05,0.000101549
1762,20.14980023,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=161676937 Ack=1 Win=42496 Len=65160 TSval=316239274 TSecr=2680709048",,,,,,,,,,,,,20.14996012,20.14980023,0.000109357,0.000159894,-5.05E-05
1763,20.14996012,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=161742097 Win=8375808 Len=0 TSval=2680709048 TSecr=316239274,,,,,,,,,,,,,20.15006948,20.14996012,0.000418168,0.000109357,0.000308811
1764,20.15006948,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=161742097 Ack=1 Win=42496 Len=752 TSval=316239274 TSecr=2680709048",,,,,,,,,,,,,20.15048765,20.15006948,8.29E-05,0.000418168,-0.000335283
1765,20.15048765,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=161742849 Win=8375808 Len=0 TSval=2680709049 TSecr=316239274,,,,,,,,,,,,,20.15057053,20.15048765,0.00022837,8.29E-05,0.000145485
1766,20.15057053,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=161742849 Ack=1 Win=42496 Len=65160 TSval=316239275 TSecr=2680709049",,,,,,,,,,,,,20.1507989,20.15057053,3.09E-05,0.00022837,-0.000197447
1767,20.1507989,192.168.1.1,192.168.1.2,TCP,818,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=161873169 Ack=1 Win=42496 Len=752 TSval=316239275 TSecr=2680709049",,,,,,,,,,,,,20.15082983,20.1507989,0.000345819,3.09E-05,0.000314896
1768,20.15082983,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=161873921 Win=8375808 Len=0 TSval=2680709049 TSecr=316239275,,,,,,,,,,,,,20.15117564,20.15082983,0.001358293,0.000345819,0.001012474
1769,20.15117564,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=161873921 Ack=1 Win=42496 Len=65160 TSval=316239275 TSecr=2680709049",,,,,,,,,,,,,20.15253394,20.15117564,0.000134625,0.001358293,-0.001223668
1770,20.15253394,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=162267137 Ack=1 Win=42496 Len=65160 TSval=316239277 TSecr=2680709051",,,,,,,,,,,,,20.15266856,20.15253394,0.000100899,0.000134625,-3.37E-05
1771,20.15266856,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=162332297 Win=8375808 Len=0 TSval=2680709051 TSecr=316239277,,,,,,,,,,,,,20.15276946,20.15266856,0.00012883,0.000100899,2.79E-05
1772,20.15276946,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=162332297 Ack=1 Win=42496 Len=65160 TSval=316239277 TSecr=2680709051",,,,,,,,,,,,,20.15289829,20.15276946,0.000523366,0.00012883,0.000394536
1773,20.15289829,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=162397457 Win=8375808 Len=0 TSval=2680709051 TSecr=316239277,,,,,,,,,,,,,20.15342166,20.15289829,6.32E-05,0.000523366,-0.000460184
1774,20.15342166,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=162397457 Ack=1 Win=42496 Len=752 TSval=316239278 TSecr=2680709051",,,,,,,,,,,,,20.15348484,20.15342166,-0.001166071,6.32E-05,-0.001229253
1775,20.15348484,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=162398209 Win=8375808 Len=0 TSval=2680709052 TSecr=316239278,,,,,,,,,,,,,20.15231877,20.15348484,0.00307589,-0.001166071,0.004241961
1776,20.15231877,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=162201225 Ack=1 Win=42496 Len=65160 TSval=316239276 TSecr=2680709050",,,,,,,,,,,,,20.15539466,20.15231877,0.000254033,0.00307589,-0.002821857
1777,20.15539466,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=162791425 Ack=1 Win=42496 Len=65160 TSval=316239280 TSecr=2680709053",,,,,,,,,,,,,20.15564869,20.15539466,7.38E-05,0.000254033,-0.000180274
1778,20.15564869,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=162856585 Win=8375808 Len=0 TSval=2680709054 TSecr=316239280,,,,,,,,,,,,,20.15572245,20.15564869,2.04E-05,7.38E-05,-5.34E-05
1779,20.15572245,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=162856585 Ack=1 Win=42496 Len=65160 TSval=316239280 TSecr=2680709053",,,,,,,,,,,,,20.15574285,20.15572245,0.000203281,2.04E-05,0.000182881
1780,20.15574285,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Retransmission] 54384  >  5001 [PSH, ACK] Seq=162856585 Ack=1 Win=42496 Len=65160 TSval=316239280 TSecr=2680709053",,,,,,,,,,,,,20.15594613,20.15574285,5.66E-05,0.000203281,-0.000146667
1781,20.15594613,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=162921745 Win=8375808 Len=0 TSval=2680709054 TSecr=316239280,,,,,,,,,,,,,20.15600275,20.15594613,2.89E-05,5.66E-05,-2.77E-05
1782,20.15600275,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=162921745 Ack=1 Win=42496 Len=752 TSval=316239280 TSecr=2680709053",,,,,,,,,,,,,20.15603165,20.15600275,7.09E-05,2.89E-05,4.20E-05
1783,20.15603165,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=162922497 Win=8375808 Len=0 TSval=2680709054 TSecr=316239280,,,,,,,,,,,,,20.15610252,20.15603165,0.001110004,7.09E-05,0.001039133
1784,20.15610252,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=162922497 Ack=1 Win=42496 Len=65160 TSval=316239280 TSecr=2680709054",,,,,,,,,,,,,20.15721253,20.15610252,0.000238501,0.001110004,-0.000871503
1785,20.15721253,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=163184641 Ack=1 Win=42496 Len=65160 TSval=316239281 TSecr=2680709055",,,,,,,,,,,,,20.15745103,20.15721253,7.59E-05,0.000238501,-0.000162584
1786,20.15745103,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=163249801 Win=8375808 Len=0 TSval=2680709056 TSecr=316239281,,,,,,,,,,,,,20.15752695,20.15745103,0.000166178,7.59E-05,9.03E-05
1787,20.15752695,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=163249801 Ack=1 Win=42496 Len=65160 TSval=316239282 TSecr=2680709055",,,,,,,,,,,,,20.15769312,20.15752695,3.58E-05,0.000166178,-0.000130403
1788,20.15769312,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=163314961 Win=8375808 Len=0 TSval=2680709056 TSecr=316239282,,,,,,,,,,,,,20.1577289,20.15769312,3.40E-05,3.58E-05,-1.79E-06
1789,20.1577289,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=163314961 Ack=1 Win=42496 Len=752 TSval=316239282 TSecr=2680709055",,,,,,,,,,,,,20.15776288,20.1577289,5.45E-05,3.40E-05,2.06E-05
1790,20.15776288,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=163315713 Win=8375808 Len=0 TSval=2680709056 TSecr=316239282,,,,,,,,,,,,,20.15781742,20.15776288,-0.000271933,5.45E-05,-0.00032647
1791,20.15781742,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=163315713 Ack=1 Win=42496 Len=65160 TSval=316239282 TSecr=2680709056",,,,,,,,,,,,,20.15754549,20.15781742,0.000135928,-0.000271933,0.000407861
1792,20.15754549,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=163249801 Ack=1 Win=42496 Len=65160 TSval=316239282 TSecr=2680709055",,,,,,,,,,,,,20.15768141,20.15754549,5.16E-05,0.000135928,-8.43E-05
1793,20.15768141,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=163314961 Win=8375808 Len=0 TSval=2680709056 TSecr=316239282,,,,,,,,,,,,,20.15773304,20.15768141,2.72E-05,5.16E-05,-2.44E-05
1794,20.15773304,192.168.1.1,192.168.1.2,TCP,818,"[TCP Retransmission] 54384  >  5001 [PSH, ACK] Seq=163314961 Ack=1 Win=42496 Len=752 TSval=316239282 TSecr=2680709055",,,,,,,,,,,,,20.15776028,20.15773304,7.60E-05,2.72E-05,4.87E-05
1795,20.15776028,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=163315713 Win=8375808 Len=0 TSval=2680709056 TSecr=316239282,,,,,,,,,,,,,20.15783625,20.15776028,0.001933824,7.60E-05,0.001857857
1796,20.15783625,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Retransmission] 54384  >  5001 [PSH, ACK] Seq=163315713 Ack=1 Win=42496 Len=65160 TSval=316239282 TSecr=2680709056",,,,,,,,,,,,,20.15977007,20.15783625,0.000361812,0.001933824,-0.001572012
1797,20.15977007,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=163774089 Ack=1 Win=42496 Len=65160 TSval=316239284 TSecr=2680709058",,,,,,,,,,,,,20.16013188,20.15977007,4.95E-05,0.000361812,-0.00031233
1798,20.16013188,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=163839249 Win=8375808 Len=0 TSval=2680709058 TSecr=316239284,,,,,,,,,,,,,20.16018137,20.16013188,4.57E-05,4.95E-05,-3.79E-06
1799,20.16018137,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=163839249 Ack=1 Win=42496 Len=752 TSval=316239284 TSecr=2680709058",,,,,,,,,,,,,20.16022706,20.16018137,5.15E-05,4.57E-05,5.81E-06
1800,20.16022706,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=163840001 Win=8375808 Len=0 TSval=2680709058 TSecr=316239284,,,,,,,,,,,,,20.16027856,20.16022706,0.00593569,5.15E-05,0.005884188
1801,20.16027856,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=163840001 Ack=1 Win=42496 Len=65160 TSval=316239284 TSecr=2680709058",,,,,,,,,,,,,20.16621425,20.16027856,0.00030111,0.00593569,-0.00563458
1802,20.16621425,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=164757505 Ack=1 Win=42496 Len=65160 TSval=316239290 TSecr=2680709064",,,,,,,,,,,,,20.16651536,20.16621425,5.90E-05,0.00030111,-0.000242121
1803,20.16651536,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=164822665 Ack=1 Win=42496 Len=65160 TSval=316239291 TSecr=2680709064",,,,,,,,,,,,,20.16657435,20.16651536,2.90E-05,5.90E-05,-3.00E-05
1804,20.16657435,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=164887825 Win=8375808 Len=0 TSval=2680709065 TSecr=316239291,,,,,,,,,,,,,20.16660332,20.16657435,2.51E-05,2.90E-05,-3.85E-06
1805,20.16660332,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=164887825 Ack=1 Win=42496 Len=752 TSval=316239291 TSecr=2680709064",,,,,,,,,,,,,20.16662844,20.16660332,7.89E-05,2.51E-05,5.38E-05
1806,20.16662844,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=164888577 Win=8375808 Len=0 TSval=2680709065 TSecr=316239291,,,,,,,,,,,,,20.16670735,20.16662844,0.000111702,7.89E-05,3.28E-05
1807,20.16670735,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=164888577 Ack=1 Win=42496 Len=65160 TSval=316239291 TSecr=2680709065",,,,,,,,,,,,,20.16681905,20.16670735,0.000832517,0.000111702,0.000720815
1808,20.16681905,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=164953737 Ack=1 Win=42496 Len=65160 TSval=316239291 TSecr=2680709065",,,,,,,,,,,,,20.16765156,20.16681905,7.83E-05,0.000832517,-0.000754258
1809,20.16765156,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=165084809 Win=8375808 Len=0 TSval=2680709066 TSecr=316239292,,,,,,,,,,,,,20.16772982,20.16765156,0.000302202,7.83E-05,0.000223943
1810,20.16772982,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=165084809 Ack=1 Win=42496 Len=65160 TSval=316239292 TSecr=2680709065",,,,,,,,,,,,,20.16803203,20.16772982,0.000280927,0.000302202,-2.13E-05
1811,20.16803203,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=165150721 Ack=1 Win=42496 Len=65160 TSval=316239292 TSecr=2680709066",,,,,,,,,,,,,20.16831295,20.16803203,7.76E-05,0.000280927,-0.000203309
1812,20.16831295,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=165215881 Win=8375808 Len=0 TSval=2680709066 TSecr=316239292,,,,,,,,,,,,,20.16839057,20.16831295,0.000228271,7.76E-05,0.000150653
1813,20.16839057,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165215881 Ack=1 Win=42496 Len=65160 TSval=316239293 TSecr=2680709066",,,,,,,,,,,,,20.16861884,20.16839057,4.21E-05,0.000228271,-0.00018616
1814,20.16861884,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165281041 Win=8375808 Len=0 TSval=2680709067 TSecr=316239293,,,,,,,,,,,,,20.16866095,20.16861884,3.54E-05,4.21E-05,-6.70E-06
1815,20.16866095,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=165281041 Ack=1 Win=42496 Len=752 TSval=316239293 TSecr=2680709066",,,,,,,,,,,,,20.16869636,20.16866095,5.66E-05,3.54E-05,2.12E-05
1816,20.16869636,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165281793 Win=8375808 Len=0 TSval=2680709067 TSecr=316239293,,,,,,,,,,,,,20.16875295,20.16869636,-0.000340186,5.66E-05,-0.000396772
1817,20.16875295,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165281793 Ack=1 Win=42496 Len=65160 TSval=316239293 TSecr=2680709067",,,,,,,,,,,,,20.16841276,20.16875295,0.000538646,-0.000340186,0.000878832
1818,20.16841276,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=165215881 Ack=1 Win=42496 Len=65160 TSval=316239293 TSecr=2680709066",,,,,,,,,,,,,20.16895141,20.16841276,0.000320658,0.000538646,-0.000217988
1819,20.16895141,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165346953 Ack=1 Win=42496 Len=65160 TSval=316239293 TSecr=2680709067",,,,,,,,,,,,,20.16927207,20.16895141,4.83E-05,0.000320658,-0.00027239
1820,20.16927207,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165412113 Win=8375808 Len=0 TSval=2680709067 TSecr=316239293,,,,,,,,,,,,,20.16932034,20.16927207,4.61E-05,4.83E-05,-2.16E-06
1821,20.16932034,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=165412113 Ack=1 Win=42496 Len=752 TSval=316239293 TSecr=2680709067",,,,,,,,,,,,,20.16936645,20.16932034,5.56E-05,4.61E-05,9.48E-06
1822,20.16936645,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165412865 Win=8375808 Len=0 TSval=2680709067 TSecr=316239293,,,,,,,,,,,,,20.16942203,20.16936645,0.000183125,5.56E-05,0.000127536
1823,20.16942203,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165412865 Ack=1 Win=42496 Len=65160 TSval=316239294 TSecr=2680709067",,,,,,,,,,,,,20.16960516,20.16942203,7.84E-05,0.000183125,-0.000104747
1824,20.16960516,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165478025 Win=8375808 Len=0 TSval=2680709068 TSecr=316239294,,,,,,,,,,,,,20.16968354,20.16960516,-0.00024205,7.84E-05,-0.000320428
1825,20.16968354,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165478025 Ack=1 Win=42496 Len=65160 TSval=316239294 TSecr=2680709067",,,,,,,,,,,,,20.16944149,20.16968354,0.000636117,-0.00024205,0.000878167
1826,20.16944149,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=165412865 Ack=1 Win=42496 Len=65160 TSval=316239294 TSecr=2680709067",,,,,,,,,,,,,20.1700776,20.16944149,0.000305849,0.000636117,-0.000330268
1827,20.1700776,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Previous segment not captured] 54384  >  5001 [PSH, ACK] Seq=165543937 Ack=1 Win=42496 Len=65160 TSval=316239294 TSecr=2680709068",,,,,,,,,,,,,20.17038345,20.1700776,8.84E-05,0.000305849,-0.000217466
1828,20.17038345,192.168.1.2,192.168.1.1,TCP,66,[TCP ACKed unseen segment] 5001  >  54384 [ACK] Seq=1 Ack=165609097 Win=8375808 Len=0 TSval=2680709068 TSecr=316239294,,,,,,,,,,,,,20.17047184,20.17038345,0.000265466,8.84E-05,0.000177083
1829,20.17047184,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165609097 Ack=1 Win=42496 Len=65160 TSval=316239295 TSecr=2680709068",,,,,,,,,,,,,20.1707373,20.17047184,4.33E-05,0.000265466,-0.000222164
1830,20.1707373,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165674257 Win=8375808 Len=0 TSval=2680709069 TSecr=316239295,,,,,,,,,,,,,20.1707806,20.1707373,4.10E-05,4.33E-05,-2.35E-06
1831,20.1707806,192.168.1.1,192.168.1.2,TCP,818,"54384  >  5001 [PSH, ACK] Seq=165674257 Ack=1 Win=42496 Len=752 TSval=316239295 TSecr=2680709068",,,,,,,,,,,,,20.17082156,20.1707806,0.000147259,4.10E-05,0.000106303
1832,20.17082156,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165675009 Win=8375808 Len=0 TSval=2680709069 TSecr=316239295,,,,,,,,,,,,,20.17096882,20.17082156,0.000106904,0.000147259,-4.04E-05
1833,20.17096882,192.168.1.1,192.168.1.2,TCP,65226,"54384  >  5001 [PSH, ACK] Seq=165675009 Ack=1 Win=42496 Len=65160 TSval=316239295 TSecr=2680709069",,,,,,,,,,,,,20.17107572,20.17096882,-0.000582364,0.000106904,-0.000689268
1834,20.17107572,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165740169 Win=8375808 Len=0 TSval=2680709069 TSecr=316239295,,,,,,,,,,,,,20.17049336,20.17107572,0.000232398,-0.000582364,0.000814762
1835,20.17049336,192.168.1.1,192.168.1.2,TCP,65226,"[TCP Spurious Retransmission] 54384  >  5001 [PSH, ACK] Seq=165609097 Ack=1 Win=42496 Len=65160 TSval=316239295 TSecr=2680709068",,,,,,,,,,,,,20.17072576,20.17049336,6.06E-05,0.000232398,-0.000171815
1836,20.17072576,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165674257 Win=8375808 Len=0 TSval=2680709069 TSecr=316239295,,,,,,,,,,,,,20.17078634,20.17072576,3.10E-05,6.06E-05,-2.96E-05
1837,20.17078634,192.168.1.1,192.168.1.2,TCP,818,"[TCP Retransmission] 54384  >  5001 [PSH, ACK] Seq=165674257 Ack=1 Win=42496 Len=752 TSval=316239295 TSecr=2680709068",,,,,,,,,,,,,20.17081735,20.17078634,0.000176774,3.10E-05,0.000145765
1838,20.17081735,192.168.1.2,192.168.1.1,TCP,66,5001  >  54384 [ACK] Seq=1 Ack=165675009 Win=8375808 Len=0 TSval=2680709069 TSecr=316239295,,,,,,,,,,,,,20.17099412,20.17081735,0.000813614,0.000176774,0.00063684
